Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|Q8N1W1|ARG28_HUMAN,Rho guanine nucleotide exchange factor 28 OS=Homo sapiens OX=9606 GN=ARHGEF28 PE=1 SV=3,ARHGEF28,3.1065E+5,2.7815E+5,2.8059E+5,3.7869E+5,4.0408E+5,3.2732E+5,3.6546E+5,3.3028E+5,2.7271E+5,3.1499E+5,2.8350E+5,2.8965E+5,2.4479E+5,3.8294E+5,3.5753E+5,2.5425E+5,2.6580E+5,3.2921E+5
sp|Q8N3P4|VPS8_HUMAN,Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3,VPS8,3.9559E+5,4.1632E+5,4.1461E+5,4.0103E+5,4.1642E+5,4.9922E+5,4.1335E+5,4.2276E+5,4.6600E+5,2.1550E+5,3.2801E+5,4.1168E+5,3.5419E+5,4.0140E+5,3.6072E+5,3.5954E+5,3.9391E+5,4.2095E+5
sp|Q8NFC6|BD1L1_HUMAN,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2,BOD1L1,4.2839E+6,3.7781E+6,5.7280E+6,4.9374E+6,5.6142E+6,3.4241E+6,4.7622E+6,3.5786E+6,3.4860E+6,5.9158E+6,6.0477E+6,6.8827E+6,4.5501E+6,5.6185E+6,5.5552E+6,3.9715E+6,4.3524E+6,4.6642E+6
sp|Q95460|HMR1_HUMAN,Major histocompatibility complex class I-related gene protein OS=Homo sapiens OX=9606 GN=MR1 PE=1 SV=1,MR1,4.6181E+3,#N/A,7.3338E+3,#N/A,5.0377E+3,9.3120E+3,#N/A,#N/A,1.1397E+4,#N/A,4.1694E+3,1.3182E+4,8.0883E+3,#N/A,1.2110E+4,5.8471E+3,4.9476E+3,7.1482E+3
sp|Q969P0|IGSF8_HUMAN,Immunoglobulin superfamily member 8 OS=Homo sapiens OX=9606 GN=IGSF8 PE=1 SV=1,IGSF8,5.3854E+5,6.8355E+5,7.1982E+5,5.6258E+5,6.4069E+5,5.6098E+5,4.4371E+5,6.2169E+5,5.9193E+5,5.4553E+5,5.3060E+5,7.0376E+5,2.8755E+5,5.2663E+5,6.2140E+5,2.7606E+5,3.2541E+5,7.0225E+5
sp|Q969V6|MRTFA_HUMAN,Myocardin-related transcription factor A OS=Homo sapiens OX=9606 GN=MRTFA PE=1 SV=1,MRTFA,3.9864E+5,4.1959E+5,3.7936E+5,6.9527E+5,6.2099E+5,6.2870E+5,2.7993E+5,3.1985E+5,3.1350E+5,3.0448E+5,3.3252E+5,1.4397E+5,6.3942E+5,7.7279E+5,3.9434E+5,2.3925E+5,1.9944E+5,2.6537E+5
sp|Q96HA1|P121A_HUMAN,Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens OX=9606 GN=POM121 PE=1 SV=2,POM121,1.1858E+6,1.0559E+6,1.1069E+6,1.0605E+6,8.8562E+5,1.0168E+6,9.8767E+5,8.4838E+5,9.0998E+5,1.0028E+6,1.0092E+6,1.0870E+6,9.2366E+5,9.4130E+5,9.2578E+5,9.6199E+5,9.5692E+5,8.5701E+5
sp|Q96I76|GPTC3_HUMAN,G patch domain-containing protein 3 OS=Homo sapiens OX=9606 GN=GPATCH3 PE=1 SV=1,GPATCH3,5.5018E+4,7.8753E+4,7.6934E+4,8.2968E+4,6.9379E+4,2.7937E+4,8.0409E+4,5.1764E+4,6.9869E+4,6.0548E+4,7.5276E+4,8.3955E+4,4.4065E+4,6.9400E+4,7.5367E+4,2.8020E+4,8.0506E+4,2.8698E+4
sp|Q96KQ4|ASPP1_HUMAN,Apoptosis-stimulating of p53 protein 1 OS=Homo sapiens OX=9606 GN=PPP1R13B PE=1 SV=3,PPP1R13B,1.8086E+5,1.5546E+5,1.2066E+5,2.7506E+5,2.4682E+5,2.0278E+5,1.2903E+5,4.2020E+5,2.6610E+5,1.3040E+5,1.7102E+5,2.0241E+5,8.0202E+4,2.2954E+5,1.4481E+5,1.5030E+5,1.6205E+5,7.4653E+4
sp|Q96MD2|KICS2_HUMAN,KICSTOR subunit 2 OS=Homo sapiens OX=9606 GN=KICS2 PE=1 SV=5,KICS2,#N/A,#N/A,5.4683E+3,1.4714E+4,1.2572E+4,#N/A,#N/A,3.0633E+3,9.1757E+3,#N/A,#N/A,1.0311E+4,2.6677E+3,#N/A,6.1285E+3,#N/A,1.6264E+3,1.9687E+4
sp|Q9BWM5|ZN416_HUMAN,Zinc finger protein 416 OS=Homo sapiens OX=9606 GN=ZNF416 PE=2 SV=1,ZNF416,#N/A,#N/A,#N/A,#N/A,5.3448E+3,#N/A,1.9981E+3,1.1987E+4,#N/A,#N/A,#N/A,#N/A,1.2435E+3,8.3077E+2,#N/A,#N/A,#N/A,#N/A
sp|Q9HCE1|MOV10_HUMAN,Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2,MOV10,3.8878E+6,3.9947E+6,3.9362E+6,3.4813E+6,4.2948E+6,4.0049E+6,3.4877E+6,3.3526E+6,3.2979E+6,3.9461E+6,4.6973E+6,4.1260E+6,3.1592E+6,3.7329E+6,3.5343E+6,3.3089E+6,3.4898E+6,3.1635E+6
sp|Q9NYW8|RBAK_HUMAN,RB-associated KRAB zinc finger protein OS=Homo sapiens OX=9606 GN=RBAK PE=1 SV=1,RBAK,3.6757E+4,5.8750E+4,5.1015E+4,4.6022E+4,4.4026E+4,3.8000E+4,4.3586E+4,4.9965E+4,7.3845E+4,5.8921E+4,1.9572E+4,5.5021E+4,4.3964E+4,4.5645E+4,3.6117E+4,5.3818E+4,4.5186E+4,5.4526E+4
sp|Q9P016|THYN1_HUMAN,Thymocyte nuclear protein 1 OS=Homo sapiens OX=9606 GN=THYN1 PE=1 SV=1,THYN1,1.2338E+6,9.8958E+5,1.1386E+6,1.0150E+6,1.1479E+6,1.1384E+6,1.0710E+6,9.8957E+5,1.1310E+6,1.2048E+6,1.2206E+6,1.1493E+6,1.0601E+6,9.4939E+5,1.1508E+6,9.8806E+5,1.0511E+6,1.0389E+6
sp|Q9P086|MED11_HUMAN,Mediator of RNA polymerase II transcription subunit 11 OS=Homo sapiens OX=9606 GN=MED11 PE=1 SV=2,MED11,1.9050E+5,2.4727E+5,1.9925E+5,1.9842E+5,1.0953E+5,2.0102E+5,2.1688E+5,1.7780E+5,2.1827E+5,2.1449E+5,1.0174E+5,1.7960E+5,8.8966E+4,1.4293E+5,1.1968E+5,1.1218E+5,1.7345E+5,1.2237E+5
sp|Q9P2R7|SUCB1_HUMAN,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3",SUCLA2,2.9240E+6,2.7603E+6,2.6932E+6,2.6879E+6,2.4880E+6,2.5233E+6,2.5238E+6,2.3680E+6,2.4542E+6,2.8214E+6,2.8131E+6,2.7376E+6,2.6924E+6,2.5871E+6,2.6256E+6,2.4791E+6,2.2809E+6,2.4293E+6
sp|Q9UBK8|MTRR_HUMAN,Methionine synthase reductase OS=Homo sapiens OX=9606 GN=MTRR PE=1 SV=4,MTRR,1.1039E+6,1.2962E+6,1.2142E+6,1.1432E+6,1.2126E+6,1.2516E+6,9.8116E+5,1.1668E+6,1.1633E+6,1.2115E+6,1.2677E+6,1.2621E+6,1.2865E+6,1.3633E+6,1.2691E+6,1.0476E+6,1.1159E+6,1.1380E+6
sp|Q9UK53|ING1_HUMAN,Inhibitor of growth protein 1 OS=Homo sapiens OX=9606 GN=ING1 PE=1 SV=2,ING1,6.5583E+4,5.8406E+4,6.7063E+4,6.5482E+4,5.7949E+4,4.6056E+4,4.9584E+4,7.7393E+4,6.6438E+4,7.8364E+4,6.4359E+4,8.4206E+4,4.7439E+4,7.4026E+4,6.0057E+4,6.2941E+4,8.0892E+4,8.0247E+4
sp|Q9UK99|FBX3_HUMAN,F-box only protein 3 OS=Homo sapiens OX=9606 GN=FBXO3 PE=1 SV=3,FBXO3,3.0323E+5,3.4761E+5,3.5501E+5,3.3353E+5,3.8152E+5,3.6538E+5,3.3879E+5,3.1394E+5,3.6697E+5,3.3323E+5,3.4255E+5,3.0368E+5,3.1663E+5,3.4965E+5,3.8527E+5,3.2393E+5,2.8025E+5,2.8432E+5
sp|Q9ULR0|ISY1_HUMAN,Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3,ISY1,1.4102E+6,1.1969E+6,1.2622E+6,1.2539E+6,1.1135E+6,1.1493E+6,1.2906E+6,1.0424E+6,1.1529E+6,1.0718E+6,1.0989E+6,1.1557E+6,1.0888E+6,1.1764E+6,1.3502E+6,1.2185E+6,1.2375E+6,1.3064E+6
sp|Q9UPG8|PLAL2_HUMAN,Zinc finger protein PLAGL2 OS=Homo sapiens OX=9606 GN=PLAGL2 PE=1 SV=1,PLAGL2,2.6917E+4,1.0744E+4,6.5289E+3,4.4081E+4,8.1951E+3,4.9368E+4,7.9447E+3,1.1843E+4,1.8907E+3,2.0975E+4,2.0384E+4,1.6624E+4,6.5804E+3,2.2358E+4,6.3345E+3,1.6441E+4,2.4728E+4,3.3046E+4
sp|Q9UQK1|PPR3C_HUMAN,Protein phosphatase 1 regulatory subunit 3C OS=Homo sapiens OX=9606 GN=PPP1R3C PE=1 SV=2,PPP1R3C,#N/A,1.5661E+3,4.2968E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y241|HIG1A_HUMAN,"HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1",HIGD1A,2.2688E+4,4.3059E+4,5.3471E+4,1.8206E+4,7.1902E+4,7.3763E+4,2.3264E+4,3.8330E+4,4.2195E+4,9.0668E+3,1.9499E+4,3.7705E+4,5.0392E+4,6.0091E+4,7.5366E+4,1.7893E+4,4.6627E+4,2.8818E+4
sp|Q9Y5U9|IR3IP_HUMAN,Immediate early response 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=IER3IP1 PE=1 SV=1,IER3IP1,5.2646E+4,8.1970E+4,8.0827E+4,5.9898E+4,7.2802E+4,8.0135E+4,6.5662E+4,5.4362E+4,1.0320E+5,5.5701E+4,4.8544E+4,6.0572E+4,5.5597E+4,6.1864E+4,8.0258E+4,4.4598E+4,7.5285E+4,6.0493E+4
sp|Q9Y6I9|TX264_HUMAN,Testis-expressed protein 264 OS=Homo sapiens OX=9606 GN=TEX264 PE=1 SV=1,TEX264,8.5927E+5,9.3307E+5,8.9209E+5,8.0912E+5,8.0469E+5,7.7536E+5,8.4037E+5,7.8479E+5,9.3636E+5,8.8114E+5,9.5868E+5,9.3593E+5,7.0066E+5,7.6705E+5,7.3125E+5,7.5371E+5,9.6960E+5,8.1498E+5
sp|A0AVT1|UBA6_HUMAN,Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,UBA6,3.5351E+6,3.5275E+6,3.6312E+6,3.2200E+6,3.2068E+6,3.2005E+6,3.1475E+6,3.1712E+6,3.3202E+6,3.1132E+6,3.1666E+6,3.4090E+6,3.0422E+6,3.3847E+6,3.2483E+6,3.0049E+6,3.5971E+6,3.1619E+6
sp|A8MUP2|CSKMT_HUMAN,"Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial OS=Homo sapiens OX=9606 GN=CSKMT PE=1 SV=1",CSKMT,1.1209E+4,#N/A,#N/A,1.2646E+4,1.7506E+4,1.1644E+4,#N/A,#N/A,#N/A,#N/A,1.5382E+4,1.7042E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O00421|CCRL2_HUMAN,C-C chemokine receptor-like 2 OS=Homo sapiens OX=9606 GN=CCRL2 PE=1 SV=2,CCRL2,7.7174E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.2590E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O15503|INSI1_HUMAN,Insulin-induced gene 1 protein OS=Homo sapiens OX=9606 GN=INSIG1 PE=1 SV=3,INSIG1,#N/A,4.0312E+4,3.5847E+4,6.0466E+4,4.5012E+4,2.8852E+4,5.8198E+4,3.6956E+4,1.1983E+4,4.0599E+4,6.0885E+4,#N/A,3.2140E+4,#N/A,5.1250E+4,1.6319E+4,2.8658E+4,#N/A
sp|O60293|ZC3H1_HUMAN,Zinc finger C3H1 domain-containing protein OS=Homo sapiens OX=9606 GN=ZFC3H1 PE=1 SV=3,ZFC3H1,1.5473E+6,1.5296E+6,1.5453E+6,1.5312E+6,1.5687E+6,1.4697E+6,1.5592E+6,1.6286E+6,1.5896E+6,1.2673E+6,1.2517E+6,1.3812E+6,1.3190E+6,1.5072E+6,1.5258E+6,1.4036E+6,1.8150E+6,1.6027E+6
sp|O75330|HMMR_HUMAN,Hyaluronan mediated motility receptor OS=Homo sapiens OX=9606 GN=HMMR PE=1 SV=2,HMMR,1.1583E+6,1.0368E+6,1.2314E+6,1.0142E+6,1.1917E+6,1.0601E+6,9.9826E+5,9.0168E+5,9.8751E+5,8.8652E+5,7.4343E+5,9.0301E+5,9.3624E+5,8.2280E+5,9.2691E+5,7.4378E+5,8.4016E+5,7.8640E+5
sp|O94876|TMCC1_HUMAN,Transmembrane and coiled-coil domains protein 1 OS=Homo sapiens OX=9606 GN=TMCC1 PE=1 SV=3,TMCC1,3.0491E+4,5.2384E+4,4.4900E+4,5.3599E+4,8.3235E+4,9.7532E+4,4.4346E+4,3.2721E+4,9.3610E+4,1.5816E+4,3.2647E+4,3.5371E+4,2.2360E+4,5.5166E+4,1.8948E+4,5.2357E+4,9.2223E+3,6.1321E+4
sp|P05107|ITB2_HUMAN,Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2,ITGB2,8.0817E+3,1.2831E+4,3.2420E+4,3.0212E+4,2.2213E+4,2.0135E+4,3.3004E+4,5.2548E+4,4.8283E+4,2.8850E+4,1.3487E+4,3.0285E+4,1.5960E+4,9.1453E+3,3.9832E+4,2.0405E+4,1.6721E+4,9.7349E+3
sp|P08133|ANXA6_HUMAN,Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3,ANXA6,7.7775E+6,7.9635E+6,7.6480E+6,6.8223E+6,6.9834E+6,6.9259E+6,6.3867E+6,6.7979E+6,6.7645E+6,7.5672E+6,7.4165E+6,8.1409E+6,6.9249E+6,8.1676E+6,6.7709E+6,6.7187E+6,6.7108E+6,6.8360E+6
sp|P11362|FGFR1_HUMAN,Fibroblast growth factor receptor 1 OS=Homo sapiens OX=9606 GN=FGFR1 PE=1 SV=3,FGFR1,1.0551E+5,1.5303E+5,1.7228E+5,1.1329E+5,1.2205E+5,1.4285E+5,1.1829E+5,1.9798E+5,3.4237E+5,8.9487E+4,8.7369E+4,1.7956E+5,3.3006E+5,3.8200E+5,4.2236E+5,8.1637E+4,3.4710E+5,1.1064E+5
sp|P14635|CCNB1_HUMAN,G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1,CCNB1,1.1757E+6,1.1032E+6,1.2323E+6,1.1060E+6,9.8906E+5,8.8095E+5,1.2077E+6,1.3138E+6,1.0383E+6,1.1967E+6,1.1928E+6,1.2517E+6,1.1643E+6,9.2521E+5,7.9637E+5,8.1710E+5,7.0114E+5,8.5097E+5
sp|P15622|ZN250_HUMAN,Zinc finger protein 250 OS=Homo sapiens OX=9606 GN=ZNF250 PE=1 SV=3,ZNF250,#N/A,2.0190E+4,2.0831E+4,2.7468E+4,1.1226E+4,1.7678E+4,#N/A,5.9369E+3,1.3130E+4,#N/A,1.3642E+4,#N/A,1.0615E+4,1.4824E+4,2.2450E+4,8.7340E+3,#N/A,1.3035E+4
sp|P17540|KCRS_HUMAN / sp|P12532|KCRU_HUMAN,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2
Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1B PE=1 SV=1",CKMT2 / CKMT1B,7.1171E+3,6.9543E+3,7.3485E+3,4.0807E+3,8.9883E+3,1.4718E+4,6.6776E+3,4.7002E+3,1.0430E+4,1.0605E+4,7.9936E+3,4.8232E+3,9.1198E+3,1.0669E+4,6.8057E+3,7.1574E+3,7.1638E+3,9.3812E+3
sp|P49915|GUAA_HUMAN,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,GMPS,1.4194E+7,1.3770E+7,1.3761E+7,1.2479E+7,1.2622E+7,1.2416E+7,1.1274E+7,1.1504E+7,1.1489E+7,1.3482E+7,1.3750E+7,1.4079E+7,1.2455E+7,1.2421E+7,1.3179E+7,1.1429E+7,1.1327E+7,1.1833E+7
sp|P51948|MAT1_HUMAN,CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,MNAT1,5.7434E+5,7.2931E+5,6.9367E+5,6.0355E+5,7.4779E+5,7.9148E+5,5.2327E+5,5.7764E+5,6.2493E+5,5.5258E+5,5.6890E+5,6.5969E+5,5.8144E+5,6.1424E+5,5.4011E+5,5.2760E+5,5.3819E+5,6.1569E+5
sp|P62328|TYB4_HUMAN,Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2,TMSB4X,8.0191E+6,7.0373E+6,6.9618E+6,6.4070E+6,5.9607E+6,5.6707E+6,6.7380E+6,5.3909E+6,5.9987E+6,7.7567E+6,6.8535E+6,7.5255E+6,6.2581E+6,5.6483E+6,6.5258E+6,5.7206E+6,5.5936E+6,5.7224E+6
sp|P78395|PRAME_HUMAN,Melanoma antigen preferentially expressed in tumors OS=Homo sapiens OX=9606 GN=PRAME PE=1 SV=1,PRAME,5.0201E+4,4.8262E+4,6.5073E+4,3.5329E+4,4.1783E+4,4.6250E+4,3.0346E+4,4.4418E+4,3.6006E+4,5.0209E+4,4.1122E+4,5.8948E+4,2.8535E+4,9.1044E+4,5.4144E+4,2.3708E+4,4.3516E+4,6.9219E+4
sp|Q12893|TM115_HUMAN,Transmembrane protein 115 OS=Homo sapiens OX=9606 GN=TMEM115 PE=1 SV=1,TMEM115,2.7433E+5,3.0084E+5,1.9288E+5,1.9326E+5,2.1169E+5,2.2411E+5,2.4066E+5,3.2185E+5,2.3728E+5,2.5220E+5,1.7558E+5,1.8026E+5,2.1248E+5,2.2305E+5,2.2248E+5,2.3332E+5,2.3514E+5,3.2483E+5
sp|Q13185|CBX3_HUMAN,Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,CBX3,1.0025E+7,1.1825E+7,1.1872E+7,8.2212E+6,9.8873E+6,9.8425E+6,7.6543E+6,8.9880E+6,8.6436E+6,1.0033E+7,1.0950E+7,1.2272E+7,9.2331E+6,1.0426E+7,1.0045E+7,7.8445E+6,9.4073E+6,9.3526E+6
sp|Q14139|UBE4A_HUMAN,Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2,UBE4A,1.8201E+6,1.7704E+6,1.8700E+6,1.4787E+6,1.7587E+6,1.8139E+6,1.6496E+6,1.6924E+6,1.5750E+6,1.6576E+6,1.7444E+6,1.8480E+6,1.5505E+6,1.8995E+6,1.6815E+6,1.5976E+6,1.9979E+6,1.6950E+6
sp|Q14681|KCTD2_HUMAN,BTB/POZ domain-containing protein KCTD2 OS=Homo sapiens OX=9606 GN=KCTD2 PE=1 SV=3,KCTD2,3.1851E+4,2.9992E+4,3.6680E+4,5.7054E+4,3.3094E+4,4.8102E+4,3.7031E+4,3.0565E+4,4.5717E+4,3.1917E+4,3.2927E+4,4.0508E+4,3.8905E+4,3.8425E+4,3.1642E+4,4.2496E+4,3.4113E+4,3.0110E+4
sp|Q14728|MFS10_HUMAN,Major facilitator superfamily domain-containing protein 10 OS=Homo sapiens OX=9606 GN=MFSD10 PE=1 SV=1,MFSD10,4.1326E+5,4.4705E+5,3.8523E+5,4.1230E+5,3.8691E+5,4.1089E+5,2.8376E+5,3.5044E+5,3.1788E+5,2.5233E+5,4.2848E+5,3.0580E+5,3.1452E+5,3.5719E+5,3.8746E+5,3.1039E+5,2.8600E+5,4.5777E+5
sp|Q14D04|MELT_HUMAN,Ventricular zone-expressed PH domain-containing protein homolog 1 OS=Homo sapiens OX=9606 GN=VEPH1 PE=1 SV=1,VEPH1,4.2882E+3,#N/A,#N/A,#N/A,#N/A,#N/A,3.4076E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7016E+3,1.8652E+3
sp|Q15542|TAF5_HUMAN,Transcription initiation factor TFIID subunit 5 OS=Homo sapiens OX=9606 GN=TAF5 PE=1 SV=3,TAF5,6.3513E+5,6.1121E+5,6.9284E+5,7.7119E+5,7.3901E+5,7.0751E+5,6.9197E+5,7.3672E+5,8.0799E+5,5.4159E+5,6.5067E+5,5.8497E+5,6.9252E+5,6.7021E+5,6.8589E+5,5.4432E+5,6.7286E+5,5.7570E+5
sp|Q5BKT4|AG10A_HUMAN,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG10 PE=1 SV=1",ALG10,1.7419E+5,2.2587E+5,2.3606E+5,2.0320E+5,2.5788E+5,2.4208E+5,2.8656E+5,3.2261E+5,2.2133E+5,1.6327E+5,1.0435E+5,1.5983E+5,2.3949E+5,2.2173E+5,2.1958E+5,2.0127E+5,2.2981E+5,1.8680E+5
sp|Q5HY98|ZN766_HUMAN,Zinc finger protein 766 OS=Homo sapiens OX=9606 GN=ZNF766 PE=1 SV=1,ZNF766,1.3270E+5,1.0146E+6,1.3306E+5,1.3430E+5,8.4803E+5,1.4095E+5,1.1477E+5,1.2126E+5,9.7865E+4,1.4322E+6,7.4665E+5,1.1539E+5,7.6702E+5,1.0868E+5,5.8528E+5,9.0355E+4,1.2214E+5,1.2811E+5
sp|Q6GYQ0|RGPA1_HUMAN,Ral GTPase-activating protein subunit alpha-1 OS=Homo sapiens OX=9606 GN=RALGAPA1 PE=1 SV=1,RALGAPA1,8.4688E+5,6.9843E+5,7.5898E+5,5.2858E+5,6.4648E+5,9.0028E+5,6.8468E+5,8.5783E+5,7.3918E+5,6.6412E+5,7.9456E+5,1.1750E+6,8.0368E+5,1.0338E+6,9.4806E+5,4.3888E+5,8.0025E+5,8.3185E+5
sp|Q7L8W6|DPH6_HUMAN,Diphthine--ammonia ligase OS=Homo sapiens OX=9606 GN=DPH6 PE=1 SV=3,DPH6,1.4709E+5,1.7368E+5,2.3955E+5,1.1911E+5,1.7462E+5,1.9541E+5,1.5440E+5,1.8797E+5,2.0886E+5,1.4631E+5,1.7714E+5,1.5582E+5,1.4796E+5,1.5547E+5,1.5625E+5,1.4193E+5,2.1177E+5,1.7551E+5
sp|Q8ND25|ZNRF1_HUMAN,E3 ubiquitin-protein ligase ZNRF1 OS=Homo sapiens OX=9606 GN=ZNRF1 PE=1 SV=2,ZNRF1,4.1534E+4,4.9295E+4,6.0529E+4,6.9923E+4,5.3543E+4,5.4220E+4,6.1501E+4,5.3309E+4,6.2935E+4,1.5951E+4,3.1601E+4,3.4946E+4,3.4242E+4,4.4321E+4,7.5754E+4,5.5384E+4,6.1836E+4,4.4982E+4
sp|Q8NEU8|DP13B_HUMAN,DCC-interacting protein 13-beta OS=Homo sapiens OX=9606 GN=APPL2 PE=1 SV=3,APPL2,7.1154E+5,1.0974E+6,7.2819E+5,1.0605E+6,1.7180E+6,1.3589E+6,1.2441E+6,1.1940E+6,6.1500E+5,5.6717E+5,6.5975E+5,7.2951E+5,6.2794E+5,1.4255E+6,6.9734E+5,5.9009E+5,1.1376E+6,1.2578E+6
sp|Q8TBA6|GOGA5_HUMAN,Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,GOLGA5,7.5145E+5,7.0305E+5,5.7680E+5,7.3538E+5,7.3992E+5,7.8348E+5,8.1793E+5,6.2474E+5,8.0021E+5,6.4275E+5,6.7739E+5,6.1840E+5,7.0493E+5,6.4932E+5,6.6405E+5,5.9270E+5,6.8103E+5,5.1100E+5
sp|Q8WU90|ZC3HF_HUMAN,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,ZC3H15,1.9809E+6,1.9464E+6,2.0124E+6,1.9233E+6,1.9274E+6,1.7861E+6,1.7288E+6,1.5941E+6,1.6981E+6,2.0099E+6,1.9994E+6,1.9180E+6,1.8789E+6,1.9469E+6,1.8421E+6,1.6589E+6,1.6695E+6,1.7272E+6
sp|Q8WUX9|CHMP7_HUMAN,Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1,CHMP7,6.6662E+5,6.6026E+5,6.7117E+5,5.8788E+5,6.5860E+5,5.8468E+5,5.9173E+5,6.8031E+5,5.9220E+5,5.9496E+5,6.0869E+5,7.3986E+5,6.1985E+5,6.1751E+5,6.0954E+5,6.0632E+5,5.6239E+5,6.1779E+5
sp|Q96AN5|TM143_HUMAN,Transmembrane protein 143 OS=Homo sapiens OX=9606 GN=TMEM143 PE=1 SV=1,TMEM143,7.8549E+4,7.5948E+4,6.6465E+4,8.7510E+4,9.6965E+4,1.3789E+5,1.1801E+5,1.3949E+5,1.4674E+5,5.2913E+4,2.6918E+4,6.0682E+4,1.0437E+5,2.6439E+5,7.4492E+4,7.1012E+4,1.0288E+5,7.1787E+4
